disasterNumber,declarationDate,incidentType,pwNumber,applicationTitle,applicantId,damageCategoryCode,projectSize,county,countyCode,state,stateCode,stateNumberCode,projectAmount,federalShareObligated,totalObligated,obligatedDate,mitigationAmount,dcc,damageCategory,lastRefresh,hash,id
4337,2017-09-10T00:00:00.000Z,Hurricane,4730,Utilities Project 1,083-99083-00,F - Utilities,Small,Marion County,83,Florida,FL,12,58426.2,52583.58,52583.58,2019-09-22T00:00:00.000Z,0.0,F,Utilities,2025-04-05T15:02:37.720Z,7802175fd3c1ace124f56d051503844421921af8,595c0240-08ff-4299-808d-ad1fb26783a5
4337,2017-09-10T00:00:00.000Z,Hurricane,5451,GM10845 DR4337F FL CAT E Hillsborough County School Board,057-04978-00,E - Buildings and Equipment,Large,Hillsborough County,57,Florida,FL,12,123463.29,111116.96,111116.96,2019-09-20T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,c8fe4b54fd0ea05ab3bdac19866fc42bcc59317d,d1a4427d-8d9f-4a0a-bf85-a5a932b58b04
4817,2024-09-16T00:00:00.000Z,Hurricane,64,District 1 Parks 0% complete,109-UW1B8-00,"G - Parks, Recreational Facilities, and Other Items",Small,Terrebonne Parish,109,Louisiana,LA,22,60746.2,45559.65,45559.65,2025-03-05T00:00:00.000Z,2900.9,G,"Parks, Recreational Facilities, and Other Items",2025-03-07T15:06:09.120Z,3c1ff3b972e26a1f9df7a9bdd2afa4b7d384200d,9ac82c35-0a35-4e8e-a632-f90ca58adb8e
4337,2017-09-10T00:00:00.000Z,Hurricane,6208,Cat B 09/4-10/03 EPM 100%,087-36325-00,B - Emergency Protective Measures,Small,Monroe County,87,Florida,FL,12,60057.04,60057.04,60057.04,2019-05-08T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,d15d14f5c33b104786c37180606d4ebdc5f28863,da3ba4cf-a0bd-4f9a-b522-c815d224f0da
4277,2016-08-14T00:00:00.000Z,Flood,350,(PW# 350) TRS005E -The Runnels School - Contents-Flood Zone X,033-U5EHE-00,E - Buildings and Equipment,Large,East Baton Rouge Parish,33,Louisiana,LA,22,1220991.46,1098892.32,1098892.32,2017-05-23T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-07T15:06:09.120Z,c627fcc65a75c0f2b370860b275d9941fd3a7e13,3b7c24bc-895f-4c7a-89e9-7bef93cfea3f
4346,2017-10-16T00:00:00.000Z,Other,20,Beach Sand Renourishment - IRMA,019-36115-00,"G - Parks, Recreational Facilities, and Other Items",Large,Charleston County,19,South Carolina,SC,45,1730411.1,1297808.33,1297808.33,2018-08-20T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,080490ea9052d0eb8907af0d4f837fc041530e2d,4eccbf16-c7fa-4f19-89b1-d30bcfb081d4
4337,2017-09-10T00:00:00.000Z,Hurricane,2017,"PAAP Debris Removal Op#1, 4-17 Sept2017 @ 75% Cost Share",119-99119-00,A - Debris Removal,Small,Sumter County,119,Florida,FL,12,24220.34,22282.71,22282.71,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,20ab2ecb30d994056668e4f97c6cce474eaa594f,f3d8675a-a839-4c2b-b1b5-37c18e78a55a
4337,2017-09-10T00:00:00.000Z,Hurricane,375,Emergency Protective Measures,117-17664-00,B - Emergency Protective Measures,Large,Seminole County,117,Florida,FL,12,649448.41,649448.41,649448.41,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,75fe5897952fb5416d338d9d1c520a2453ef33bb,8cb1a0ae-83cd-4b88-9303-ba2c6912e4a0
4804,2024-07-23T00:00:00.000Z,Severe Storm(s),309,Management Costs,141-UOIHK-00,Z - Management Costs,Small,Logan County,141,Kentucky,KY,21,23362.47,23362.47,23362.47,2025-03-05T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,fe1c1bef9dbee348a6b7a9c73b7ff340b6d5e611,eaf4deb2-6c01-4148-9cce-71ec7f36460c
4725,2023-08-11T00:00:00.000Z,Severe Storm(s),153,Administrative Costs Harmony Township,041-30090-00,Z - Management Costs,Small,Warren County,41,New Jersey,NJ,34,41408.65,41408.65,41408.65,2025-03-06T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,5f1b9203d22523c9d4d2998211ab5a9ad3e37373,06c04d5a-c9ea-4c12-acda-37abf9d58059
4337,2017-09-10T00:00:00.000Z,Hurricane,3028,Debris management - Campus Wide Lee County Campus. PAAP Operational period of 9/4/17 - 9/17/17,000-U4ZU9-00,A - Debris Removal,Small,Statewide,71,Florida,FL,12,113812.95,102431.66,102431.66,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,0c7561e8fb79d74dd9da92b01972a2d62e58b5df,0df5f424-576f-44d3-a3fe-510aa359b803
4337,2017-09-10T00:00:00.000Z,Hurricane,89,Emergency  Work,055-UJP36-00,B - Emergency Protective Measures,Small,Highlands County,55,Florida,FL,12,75893.06,75893.06,75893.06,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,2b3c892db04aa6f5cd1bb44a24b71252a8f2593c,76e79b41-8de0-493c-be71-09bad6fbe01a
4337,2017-09-10T00:00:00.000Z,Hurricane,6826,Emergency Protective Measures (September 4th - October 3rd),000-U03C3-00,B - Emergency Protective Measures,Large,Statewide,73,Florida,FL,12,376277.81,376277.81,376277.81,2019-06-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,7ad57d61c03e72f6fa41d3d6440d05c27e71ea22,24ecce06-09ae-4ee5-80b8-91bd24a5e0d2
4337,2017-09-10T00:00:00.000Z,Hurricane,2402,Emergency Protective Measures (10/4 - ),057-71000-00,B - Emergency Protective Measures,Small,Hillsborough County,57,Florida,FL,12,1421.71,1279.54,1279.54,2019-10-01T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,33ce1fbaf1fb2a368b3f37e5ec14b0f34b9f7a59,81fc46b9-cdea-4e5d-8a47-f851ad975d13
4337,2017-09-10T00:00:00.000Z,Hurricane,394,Hurricane Emergency Preparation and Recovery - work completed between Sept 4th- Oct. 3rd,099-U1YZT-00,B - Emergency Protective Measures,Small,Palm Beach County,99,Florida,FL,12,24973.81,24973.81,24973.81,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,b13eac5138d8bbc08c14d06a2e69261eaa6ca2b0,85a92b0c-3835-4b64-9e41-9f8f99b03829
4337,2017-09-10T00:00:00.000Z,Hurricane,3275,Heritage Lake Park - Debris Removal ,015-UTWZ9-00,A - Debris Removal,Small,Charlotte County,15,Florida,FL,12,10810.0,9729.0,9729.0,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,cd558f62542e5f200ceafef7c7062f7f389d991a,d1a7ca82-6af3-43ee-8dde-953bec626196
4337,2017-09-10T00:00:00.000Z,Hurricane,5803,Mound House - Part 2,071-24150-00,E - Buildings and Equipment,Small,Lee County,71,Florida,FL,12,20451.77,18406.59,18406.59,2019-09-20T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,59c7f4722c8cc027ef51efd9b4f6e358ae5a8fea,192ed48b-c864-4b00-abb3-ae16acc63db8
4337,2017-09-10T00:00:00.000Z,Hurricane,1979,2100 SE Salerno Road,085-UISQO-00,A - Debris Removal,Small,Martin County,85,Florida,FL,12,3586.81,3228.13,3228.13,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,3fbc5c7eabd58da9288cb032260f464834b2240a,64ba4c78-24e2-40bb-a32e-557b2df0e793
4337,2017-09-10T00:00:00.000Z,Hurricane,770,Completed Cat E items,109-075CC-00,E - Buildings and Equipment,Small,St. Johns County,109,Florida,FL,12,105048.23,94543.41,94543.41,2019-09-06T00:00:00.000Z,35863.54,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,51b3464d9f4a69373b0432aba6395e1165c612c9,9b746665-14a1-4f5c-b6ba-09759f831cb1
4337,2017-09-10T00:00:00.000Z,Hurricane,473,Cat B Labor/Equipment/Material Period #1,105-38950-00,B - Emergency Protective Measures,Large,Polk County,105,Florida,FL,12,282854.42,282854.42,282854.42,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,2184df9fe672d0b9e4b8b9a6aae880da77167873,0a7f5a90-35e0-4f46-bc07-bea259acb2d8
4337,2017-09-10T00:00:00.000Z,Hurricane,1438,Debris Removal Timeframe 9/18 - 10/17,035-UICGP-00,A - Debris Removal,Small,Flagler County,35,Florida,FL,12,43851.0,39465.9,39465.9,2019-01-24T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,a4cd888b9a9ae4ebfc8245719360631f1e007e60,c324ec3f-9f80-4449-ad7c-db1ed4908cbb
4337,2017-09-10T00:00:00.000Z,Hurricane,5379,Cat A Operationa time Period #2 Sept 18th - Oct. 17th (90%),043-99043-00,A - Debris Removal,Large,Glades County,43,Florida,FL,12,387330.39,348597.35,348597.35,2019-08-12T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,61aaa3ff9f6eeaebcc57e2795196b90a40424cf9,2daa1bbc-366c-4b4a-9368-8c2d99de24a9
4337,2017-09-10T00:00:00.000Z,Hurricane,795,Emergency Protective Measures - Base Camp Islamorada,087-000CE-00,B - Emergency Protective Measures,Large,Monroe County,87,Florida,FL,12,1780358.07,1780358.07,1780358.07,2021-02-22T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,13a9a5cd73f9a76714366028e04b0ec58d5137c5,d69de2bf-5167-4fa2-93e1-ca5fa0a5fec5
4337,2017-09-10T00:00:00.000Z,Hurricane,514,Gulf County EPM,045-99045-00,B - Emergency Protective Measures,Small,Gulf County,45,Florida,FL,12,36307.26,36307.26,36307.26,2018-11-08T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,938087f5b6e7af6be67a7394bad0c643fc125b66,bb1c2be3-aad4-471f-9168-810b79744478
4337,2017-09-10T00:00:00.000Z,Hurricane,6180,Bayside and Newton Beach Parks,071-24150-00,"G - Parks, Recreational Facilities, and Other Items",Small,Lee County,71,Florida,FL,12,3850.0,3465.0,3465.0,2019-09-22T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,8499e17eb44ded68874e0a4e9c97a816ea65540a,2e1e0cfe-6307-4e86-9494-09e4b85c2d18
4330,2017-08-16T00:00:00.000Z,Flood,66,Hubbardton Ganson Hill Road,021-34375-00,C - Roads and Bridges,Small,Rutland County,21,Vermont,VT,50,3440.54,2580.41,2580.41,2018-08-23T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,4f1fc5172c4e3319108e7ec829c3d9d91b3fb23d,ea369a66-4f04-42cd-9fda-b3c3bbdf3132
4337,2017-09-10T00:00:00.000Z,Hurricane,3044,Debris 75% prior to 9/18/18 ,099-49600-00,A - Debris Removal,Small,Palm Beach County,99,Florida,FL,12,60179.87,54161.88,54161.88,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,d9559ecc0a0a6dd07d4c7988a4df2731c0b7ee65,f9b80d8b-8c43-4f55-a29b-bbadd2e5f764
4337,2017-09-10T00:00:00.000Z,Hurricane,2895,"Roof Repair of ""4C"" with Contents Damage from Leak",095-UKNXD-00,E - Buildings and Equipment,Small,Orange County,95,Florida,FL,12,90000.0,81000.0,81000.0,2019-10-04T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,b209bacf103c42febd9a7e7c7a5901132f6764f5,2ce09514-5199-40bd-ab21-960381e87986
4673,2022-09-29T00:00:00.000Z,Hurricane,3406,West Village Temporary Location Facility,000-UEMD2-00,B - Emergency Protective Measures,Small,Sarasota County,115,Florida,FL,12,25395.86,25395.86,25395.86,2025-03-06T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,c8a3164ec37b969cdf78842c8f99f964947ff55b,9a2666ea-43d5-4be7-9fc5-d7751be51f7a
4337,2017-09-10T00:00:00.000Z,Hurricane,744,"Damages to Classroom Modular Buildings, Pavilion Decking, Dumpster Enclosure Gate, and Parking Lot Lighting",021-UFHEF-00,E - Buildings and Equipment,Small,Collier County,21,Florida,FL,12,25643.76,23079.38,23079.38,2019-10-04T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,cb38c3a9c2f9835de5510e0e155aa51d292e3bff,bd48b116-f090-4a9f-af23-5c7f5162a607
4673,2022-09-29T00:00:00.000Z,Hurricane,3757,"APP - CERT Emergency Protective Measures from 9/23 to 12/7/2022 100% Cost Share, Lee Co Housing Auth	",071-U1VJ5-00,B - Emergency Protective Measures,Small,Lee County,71,Florida,FL,12,134151.38,134151.38,134151.38,2025-03-06T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,5b2f3013aff7af61d741980ccd0a150902c60f52,c2f962f3-f409-4cac-9038-2cf83cefbcf0
4673,2022-09-29T00:00:00.000Z,Hurricane,3414,"Indian Trail Emergency Protective Measures Streamline Application, 100% Cost Share",099-U8U8Y-00,B - Emergency Protective Measures,Small,Palm Beach County,99,Florida,FL,12,295441.8,295441.8,295441.8,2025-03-06T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,67fe492052ba47f9fd01c9e649b217735a5cc3d3,a3d102cb-e6ee-4e35-bbdf-6b88b63f6d44
4673,2022-09-29T00:00:00.000Z,Hurricane,3863,City-Wide Building Repairs,095-78250-00,E - Buildings and Equipment,Small,Orange County,95,Florida,FL,12,10679.43,9611.49,9611.49,2025-03-06T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-07T15:06:09.120Z,af5729648000fdcfe8d243c46fc4c18c7b62eb8f,bb76337d-43ab-4a8e-b22a-ff795d45074e
4673,2022-09-29T00:00:00.000Z,Hurricane,4217,Debris Removal Post 12-7-22 90% Cost Share,071-24150-00,A - Debris Removal,Small,Lee County,71,Florida,FL,12,30336.9,27303.21,27303.21,2025-03-06T00:00:00.000Z,0.0,A,Debris Removal,2025-03-07T15:06:09.120Z,a3627e96cb5419f032dd0a2931a59d253166a475,ea0898e6-64a2-492d-ae77-0f99e3eee5be
4337,2017-09-10T00:00:00.000Z,Hurricane,273,Debris Removal City-wide OP 2,119-13400-00,A - Debris Removal,Small,Sumter County,119,Florida,FL,12,37406.73,33666.06,33666.06,2018-08-20T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,f8d0803ea9cc1d4b33d1693ecd1b6f8ff1e1f089,55369052-431d-4423-8c86-863af5d18a49
4337,2017-09-10T00:00:00.000Z,Hurricane,1323,Olgesby Preserve GA,011-55750-00,"G - Parks, Recreational Facilities, and Other Items",Small,Broward County,11,Florida,FL,12,17025.0,15322.5,15322.5,2019-09-22T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,0acadb43df96877b5845af4d75cfa455743252b3,4c86ec22-5561-4cd4-bc9d-e7f45222625b
4709,2023-04-27T00:00:00.000Z,Severe Storm(s),202,Croissant Park   ,011-24000-00,E - Buildings and Equipment,Small,Broward County,11,Florida,FL,12,57803.8,43352.85,43352.85,2025-03-04T00:00:00.000Z,25282.75,E,Buildings and Equipment,2025-03-07T15:06:09.120Z,b614d0e2a60c9f0659e80c9cd98bcfc9803dc715,bc7c3f29-14a1-4302-80cf-6395f06ee0cf
4673,2022-09-29T00:00:00.000Z,Hurricane,1627,Orange City Management Costs,127-51825-00,Z - Management Costs,Small,Volusia County,127,Florida,FL,12,28555.0,28555.0,28555.0,2025-03-06T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,a90949ebdade21bd87720d9ee518c7eccafbc40d,34ecaa6b-9818-493a-9435-17003d1b9289
4673,2022-09-29T00:00:00.000Z,Hurricane,7597,"City Hall- Solar Panels, Building and Fountain (Partial Alternate project)",071-24125-00,E - Buildings and Equipment,Small,Lee County,71,Florida,FL,12,48202.58,43382.33,43382.33,2025-03-06T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-07T15:06:09.120Z,e7d7bcfe3d6d39b3d32eb4a023f16708c1f2b98c,61f6f53a-841f-4833-b610-0ac1cbfc9685
4784,2024-05-24T00:00:00.000Z,Tornado,168,Poweshiek County Roads Emergency Protective Measures,157-URDA1-00,B - Emergency Protective Measures,Small,Poweshiek County,157,Iowa,IA,19,5178.37,3883.78,3883.78,2025-03-06T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,58ffdf7e154830cd24c270680175b0a9f35b9059,f64c537e-9b65-4371-aa4d-9ed651c881e2
4817,2024-09-16T00:00:00.000Z,Hurricane,80,Eastside St. Charles Parish Fire Department Emergency Protective Measures,089-06D89-00,B - Emergency Protective Measures,Small,St. Charles Parish,89,Louisiana,LA,22,10050.68,7538.01,7538.01,2025-03-05T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,d13f755e582c4ce19f202f0ff344afc3b87b8878,4376dde4-04ea-4636-8280-ef97676d775a
4779,2024-05-14T00:00:00.000Z,Severe Storm(s),15,EPM,000-00169-00,B - Emergency Protective Measures,Small,Statewide,153,Iowa,IA,19,10152.11,7614.09,7614.09,2025-03-04T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,031ae655f213f7ea67fae0a31fa609826dea22d0,5c4ae4b6-6bf4-49fe-8e6b-3e3a146753fa
4805,2024-07-23T00:00:00.000Z,Other,133,MUTU sector Las Cuevas Camino hacia Sabana Grande,141-99141-00,C - Roads and Bridges,Small,Utuado,141,Puerto Rico,PR,72,200775.03,150581.28,150581.28,2025-03-05T00:00:00.000Z,14732.79,C,Roads and Bridges,2025-03-07T15:06:09.120Z,fd8660701d770384e89d18a77ba3fe4aeb710ee5,11696a0e-fb6c-4f2f-8245-d5cce921a08e
4817,2024-09-16T00:00:00.000Z,Hurricane,69,DR4817- Livingston Parish Fire- Donated Labor,063-U3YRF-00,B - Emergency Work Donated Resources,Small,Livingston Parish,63,Louisiana,LA,22,3788.4,2841.3,2841.3,2025-03-05T00:00:00.000Z,0.0,B,Emergency Work Donated Resources,2025-03-07T15:06:09.120Z,0959ef2d5760560a730b9b1b4103c0e545ede75f,8c09f8f8-5019-4e77-a0a0-3f770782eef0
4806,2024-08-10T00:00:00.000Z,Hurricane,61,Emergency Protective Measurements,019-27400-00,B - Emergency Protective Measures,Small,Clay County,19,Florida,FL,12,30344.56,22758.42,22758.42,2025-03-05T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,b532c1c01d96bb05ae20f754ad003ba962a9d372,1de391b4-e1df-47f8-94a7-3debb7f958bb
4734,2023-08-31T00:00:00.000Z,Hurricane,1545,Management Costs,029-UNZDM-00,Z - Management Costs,Small,Dixie County,29,Florida,FL,12,33548.76,33548.76,33548.76,2025-03-05T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,39b22f1861ef4fa4433b41ccf2aa5883e84e98f8,b9629d66-9efb-4ce1-a622-04fae23552cd
4817,2024-09-16T00:00:00.000Z,Hurricane,293,Town of Grand Isle - Emergency Protective Measures ,051-30830-00,B - Emergency Protective Measures,Small,Jefferson Parish,51,Louisiana,LA,22,26083.47,19562.61,19562.61,2025-03-05T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,95d4fb49b89fe3f4bfa9414ed532b6135a7cd961,d5606792-6dc6-4302-b638-3236ce2a8f87
4784,2024-05-24T00:00:00.000Z,Tornado,210,City of Johnston Emergency Protective Measures,153-39765-00,B - Emergency Protective Measures,Small,Polk County,153,Iowa,IA,19,5306.02,3979.52,3979.52,2025-03-06T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,34a42c5611c39eeca247c1f8cd2a40dc025a80b4,40f304c4-4329-4061-8640-8e5437088ec7
4794,2024-06-17T00:00:00.000Z,Severe Storm(s),153,Management Costs,121-UR43Q-00,Z - Management Costs,Small,Suwannee County,121,Florida,FL,12,250.0,250.0,250.0,2025-03-05T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,e6a0cf9542f9e36d819fb9b0fae1a7bb9968091b,b6f53783-b911-4b44-87e0-d1a054f8b3fb
4784,2024-05-24T00:00:00.000Z,Tornado,277,Management Costs,081-16590-00,Z - Management Costs,Small,Hancock County,81,Iowa,IA,19,259.6,259.6,259.6,2025-03-06T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,525cfc4cc395a88486422f8a0e70c7ce529e190e,6239f469-aa0c-45c9-a41a-9d9220575520
4332,2017-08-25T00:00:00.000Z,Hurricane,7025,Direct Administrative Costs -PAPP DAC,201-126E8-00,Z - Direct Administrative Costs,Small,Harris County,201,Texas,TX,48,6133.0,5519.7,5519.7,2025-03-05T00:00:00.000Z,0.0,Z,Direct Administrative Costs,2025-03-07T15:06:09.120Z,c85f20f0919ffedba207428c859a88df8b82ecd3,3188fb89-ef04-4f54-b812-a3e796bf5640
4337,2017-09-10T00:00:00.000Z,Hurricane,2432,Remaining Debris Removal Work,086-U6PPK-00,A - Debris Removal,Small,Miami-Dade County,86,Florida,FL,12,4247.62,3822.86,3822.86,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,e735ee0a66ba8af62f7799268ba6cd1c800223c3,2c09e0d8-4f67-4c73-8ed8-41fe870866ca
4337,2017-09-10T00:00:00.000Z,Hurricane,6181,Life Builders Campus - Homes of Hope,031-UYQ6Z-00,E - Buildings and Equipment,Small,Duval County,31,Florida,FL,12,10692.5,9623.25,9623.25,2019-09-20T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,23c6d6d0c58440bba833f98f3094447bf82c9189,c5c2ba2c-e76b-4d3f-91ba-742e2160382b
4337,2017-09-10T00:00:00.000Z,Hurricane,5980,31-90 Debris Removal 10/18 - 12/16,087-U1CFD-00,A - Debris Removal,Small,Monroe County,87,Florida,FL,12,96201.27,86581.14,86581.14,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,3937ca0f9e41cf8d2167541d31449af2b2439776,9a82137c-0d29-4033-ba4c-7c5e05958c51
4330,2017-08-16T00:00:00.000Z,Flood,48,Wells High Chapparal Road,021-77950-00,C - Roads and Bridges,Small,Rutland County,21,Vermont,VT,50,31880.51,23910.38,23910.38,2018-08-20T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,20e290e20bb4f5009611395c32674a484ade666d,c0149742-7799-49a9-bb75-5d8e5dd5c45c
4330,2017-08-16T00:00:00.000Z,Flood,82,"West Haven, Various Roads Town Wide",021-80875-00,C - Roads and Bridges,Small,Rutland County,21,Vermont,VT,50,6830.92,5123.19,5123.19,2018-08-29T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,5ec58e4a56139c8ad87cdcc4113c6affa1142bc5,8e6adbdf-aa70-42f3-898c-202486eeb304
4337,2017-09-10T00:00:00.000Z,Hurricane,942,Building Rooves and contents,009-UOBME-00,E - Buildings and Equipment,Small,Brevard County,9,Florida,FL,12,25218.52,22696.67,22696.67,2019-09-06T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,2634a1471b5ef9fdb87243c3d5ef5af4897c0dc5,db4a60f9-0608-4464-b2f8-ae12988ac703
4346,2017-10-16T00:00:00.000Z,Other,230,Damaged Boat Landings (Work Completed),013-99013-00,"G - Parks, Recreational Facilities, and Other Items",Small,Beaufort County,13,South Carolina,SC,45,16005.0,12003.75,12003.75,2018-08-29T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,2a1ea760cd0be4738efd3cfd1552863c74ba6631,20f033d7-e6dd-4b9f-8690-1ea173bc5026
4346,2017-10-16T00:00:00.000Z,Other,37,Power Distribution System,000-UW5FT-00,F - Utilities,Large,Abbeville County,1,South Carolina,SC,45,128274.03,96205.53,96205.53,2024-10-11T00:00:00.000Z,0.0,F,Utilities,2025-04-05T15:02:37.720Z,4cc3896da0a91a64ad789a0460494cf61dce6f22,4a3f81e7-6c7a-4898-82f7-5c57651e79cf
3548,2020-10-08T00:00:00.000Z,Hurricane,2,Mission Assignment/SMAC,000-U0220-00,B - Emergency Protective Measures,Small,Statewide,121,Mississippi,MS,28,13415.55,12074.0,12074.0,2022-08-01T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,b4e13f30928f8ec9d54ed23459057ec7ae016e6b,f2e7ff23-66bb-465d-99d7-b7d44f0fc6e6
4337,2017-09-10T00:00:00.000Z,Hurricane,2529,Cat B Emergency Protective Measures,069-73025-00,B - Emergency Protective Measures,Small,Lake County,69,Florida,FL,12,33321.03,33321.03,33321.03,2018-11-19T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,afad20ab39e20ed99cfe58bdf8094ceba28c56a1,13c84b34-a85a-483a-808c-bc786cb13d45
4337,2017-09-10T00:00:00.000Z,Hurricane,356,City Hall Marquee Sign Cat E,069-73025-00,E - Buildings and Equipment,Small,Lake County,69,Florida,FL,12,7120.0,6408.0,6408.0,2019-10-04T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,239bf019d204b7249ef6311ed0d37799b3d4abde,6cbb3e50-ea87-4f3d-8c0a-e2d0005f0d95
4346,2017-10-16T00:00:00.000Z,Other,55,City of Sumter Emergency Protective Measures,085-70405-00,B - Emergency Protective Measures,Small,Sumter County,85,South Carolina,SC,45,117090.82,87818.12,87818.12,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,d6e0ebf7acd2731e790e42b5cf3eea20476baa57,1726dd72-f621-4300-ada2-bb2290260bf7
