disasterNumber,declarationDate,incidentType,pwNumber,applicationTitle,applicantId,damageCategoryCode,projectSize,county,countyCode,state,stateCode,stateNumberCode,projectAmount,federalShareObligated,totalObligated,obligatedDate,mitigationAmount,dcc,damageCategory,lastRefresh,hash,id
4754,2024-01-30T00:00:00.000Z,Flood,106,Town of Andover - Upton Road - Multiple Culverts Repairs V3,017-01325-00,C - Roads and Bridges,Small,Oxford County,17,Maine,ME,23,291795.41,218846.56,218846.56,2025-03-10T00:00:00.000Z,26504.03,C,Roads and Bridges,2025-03-12T15:02:37.781Z,3b7633791739c3732986ca04654487ee598f2ffa,70949dc2-9117-477b-a497-3c5b5824c297
4764,2024-03-20T00:00:00.000Z,Severe Storm(s),79,Seagrass Lane Seawall Damage,031-36535-00,"G - Parks, Recreational Facilities, and Other Items",Small,York County,31,Maine,ME,23,74654.79,55991.1,55991.1,2025-03-10T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-12T15:02:37.781Z,a725437a8899f9fe4b4127607f5e43de0c1bd064,dd635d7f-bff5-4826-9635-d6e88f2a601a
4754,2024-01-30T00:00:00.000Z,Flood,276,Upton Road Damages and Culvert,017-78465-00,C - Roads and Bridges,Small,Oxford County,17,Maine,ME,23,238709.76,179032.32,179032.32,2025-03-10T00:00:00.000Z,2800.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,7ed6ad8ced0707e46bc1875cc6aa7852bfadba4e,7e18ed88-e079-41f0-a9a3-ffe9d91307c9
4796,2024-06-24T00:00:00.000Z,Flood,164,DR4796 - Bradgate - Road Damage,091-08065-00,C - Roads and Bridges,Small,Humboldt County,91,Iowa,IA,19,5744.19,4308.15,4308.15,2025-03-11T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,50d756cf0db241d94883dc870b5b912f2a743195,be499083-adbf-4f36-a51b-54489b1a34ae
4798,2024-07-09T00:00:00.000Z,Tropical Storm,199,Wolf Creek Park Trees,000-UF3HH-00,A - Debris Removal,Small,Statewide,373,Texas,TX,48,42319.85,31739.89,31739.89,2025-03-10T00:00:00.000Z,0.0,A,Debris Removal,2025-03-12T15:02:37.781Z,70b75c4d33f405b93f9aff96213ecc1e2018f018,9d85b08b-ffb3-47f2-881c-33abc3bd1aee
4781,2024-05-17T00:00:00.000Z,Severe Storm(s),739,6026 CR,291-U1DYE-00,C - Roads and Bridges,Small,Liberty County,291,Texas,TX,48,608525.0,456393.75,456393.75,2025-03-10T00:00:00.000Z,225000.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,60d8bd1736d2fe82caec8017e2380e7f45ba4550,6800be06-401a-4e4f-b61e-a55b02fd6a3a
4781,2024-05-17T00:00:00.000Z,Severe Storm(s),841,Pcts 1234_CAT B Leon County,289-99289-00,B - Emergency Protective Measures,Small,Leon County,289,Texas,TX,48,12045.2,9033.9,9033.9,2025-03-10T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-12T15:02:37.781Z,4d8f7a3dd56aed2dff107a7e4be7b87d78c055fc,3709b415-1ca1-4aad-a54e-55d69290f27c
4783,2024-05-22T00:00:00.000Z,Severe Storm(s),31,Marshall - Nauvoo Ridge - Slips,000-UNELM-10,C - Roads and Bridges,Small,Marshall County,51,West Virginia,WV,54,574852.66,431139.5,431139.5,2025-03-10T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,060ea890f704ad2721b7e5db59c7dd3e59c37ca0,3a74ded0-7dc7-4236-bb35-7da864d3ba0d
4781,2024-05-17T00:00:00.000Z,Severe Storm(s),236,Law Enforcement Center-Jail Control System,305-99305-00,F - Utilities,Small,Lynn County,305,Texas,TX,48,16250.0,12187.5,12187.5,2025-03-10T00:00:00.000Z,0.0,F,Utilities,2025-03-12T15:02:37.781Z,32b511636be21e239f067873b1c05c42e85d14bf,e6182f0b-b23b-4d91-91a2-f8ef496bc4a7
4783,2024-05-22T00:00:00.000Z,Severe Storm(s),44,Marshall - Pleasant Ridge Road - Slips,000-UNELM-10,C - Roads and Bridges,Small,Marshall County,51,West Virginia,WV,54,301974.16,226480.62,226480.62,2025-03-10T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,7ce24d013ef64607f3c8030b1c36b94d643a4ec9,86b51a86-4d88-4d55-8e1b-589b06b242e3
4783,2024-05-22T00:00:00.000Z,Severe Storm(s),53,Marshall - Slips - Group 4,000-UNELM-10,C - Roads and Bridges,Small,Marshall County,51,West Virginia,WV,54,402666.36,301999.77,301999.77,2025-03-10T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,5ec9cef03e45dd0968a0bc6fbcb770e9349cde78,239096e0-1ebf-485a-980f-1b5bbe84b83a
4781,2024-05-17T00:00:00.000Z,Severe Storm(s),538,Coleman County Emergency Protective Measures,083-99083-00,B - Emergency Protective Measures,Small,Coleman County,83,Texas,TX,48,41189.31,30891.99,30891.99,2025-03-10T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-12T15:02:37.781Z,b4b4bbcb4c179d4e8209b199dfaba933e18723a5,4b1e469c-155b-4f79-9df6-5ee21fa586d4
4781,2024-05-17T00:00:00.000Z,Severe Storm(s),259,Sewer Main Collapse,001-54708-00,F - Utilities,Small,Anderson County,1,Texas,TX,48,137612.6,103209.45,103209.45,2025-03-10T00:00:00.000Z,0.0,F,Utilities,2025-03-12T15:02:37.781Z,89a10b3eca21851d7b6457114e4ae21bc0273ce8,8bbfbad6-0bfe-42f0-b48f-2d275609fc37
4798,2024-07-09T00:00:00.000Z,Tropical Storm,183,"Taylor Lake Village, City of_City-wide Debris",201-71960-00,A - Debris Removal,Small,Harris County,201,Texas,TX,48,1004448.58,753336.44,753336.44,2025-03-10T00:00:00.000Z,0.0,A,Debris Removal,2025-03-12T15:02:37.781Z,02bf1aaa9d3a1079790b3896cc21dde574d9c7ca,ade6b094-8a82-4e13-ad32-64af6c2dfdfb
4798,2024-07-09T00:00:00.000Z,Tropical Storm,610,Panther Stadium,201-0E7F4-00,"G - Parks, Recreational Facilities, and Other Items",Small,Harris County,201,Texas,TX,48,8794.0,6595.5,6595.5,2025-03-10T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-12T15:02:37.781Z,1d62ea518e6518b345d7c648863bebcc93ea5acf,0e72fa3b-68fd-4caf-85f4-88fb9f73dd54
4798,2024-07-09T00:00:00.000Z,Tropical Storm,334,Completed Repairs System Wide,167-152B9-00,F - Utilities,Small,Galveston County,167,Texas,TX,48,137048.54,102786.41,102786.41,2025-03-10T00:00:00.000Z,0.0,F,Utilities,2025-03-12T15:02:37.781Z,0207af4c53d248296b2d8017235b72a5e0edd2a5,796201b2-a527-478f-b325-c4050b7b96ca
4781,2024-07-17T00:00:00.000Z,Severe Storm(s),1138,Category F Permanent Project,000-01556-00,F - Utilities,Small,Statewide,373,Alabama-Coushatta Tribe of Texas,ACT,0,77205.01,57903.76,57903.76,2025-03-10T00:00:00.000Z,0.0,F,Utilities,2025-03-12T15:02:37.781Z,6e43ee8c2b52b15a926a607e612463d35b899abd,0a764a50-2e88-4161-9abd-796a80643b3a
4798,2024-07-09T00:00:00.000Z,Tropical Storm,1629,Multiple Fire Stations,339-72656-00,E - Buildings and Equipment,Small,Montgomery County,339,Texas,TX,48,24286.19,18214.65,18214.65,2025-03-10T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-12T15:02:37.781Z,8bf1ba563f7e441bcf2c7b066297c07595dd073f,982a7ff3-9c37-41d6-ad28-ad58df7658be
4776,2024-04-30T00:00:00.000Z,Severe Storm(s),333,DR4776OK - City of McAlester Management Cost,121-44800-00,Z - Management Costs,Small,Pittsburg County,121,Oklahoma,OK,40,35541.43,35541.43,35541.43,2025-03-11T00:00:00.000Z,0.0,Z,Management Costs,2025-03-12T15:02:37.781Z,61f8a918d7798691f6b222fd40652202e754f6e3,259881a3-7c65-4279-a36f-34a6a8cc0a58
4741,2023-09-21T00:00:00.000Z,Severe Storm(s),300,Management Costs,079-50978-00,Z - Management Costs,Small,Grundy County,79,Missouri,MO,29,4127.43,4127.43,4127.43,2025-03-10T00:00:00.000Z,0.0,Z,Management Costs,2025-03-12T15:02:37.781Z,de47c726db1c9b96ef2986feb98260ff7225e826,db65bcf7-c1d7-41c2-b93b-c0795d4119f0
4337,2017-09-10T00:00:00.000Z,Hurricane,673,"PAAP Debris Removal Dec 17- March 3, 2018",121-001C1-00,A - Debris Removal,Small,Suwannee County,121,Florida,FL,12,3200.0,2880.0,2880.0,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,a19b28e953dd51d8d5c4447541486a0e5283cbad,08bbaa1e-e3f1-4f08-aa03-ba5c6f749263
4337,2017-09-10T00:00:00.000Z,Hurricane,3170,Lake Placid Middle School,055-166E7-00,E - Buildings and Equipment,Small,Highlands County,55,Florida,FL,12,21119.65,19007.69,19007.69,2019-10-04T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,3f67ff84889e427c17fb3cddb1ba5e91d965d8eb,8701ae54-1b55-4c0c-bec5-82fbf375205d
4337,2017-09-10T00:00:00.000Z,Hurricane,4180,Sewer Collection System,087-UQFOA-00,F - Utilities,Small,Monroe County,87,Florida,FL,12,40024.59,36022.13,36022.13,2019-09-22T00:00:00.000Z,0.0,F,Utilities,2025-04-05T15:02:37.720Z,83a789a764e520dae9ce6545e023508d1bc7611d,8d54a29e-45e5-48eb-bcff-91818021e558
4337,2017-09-10T00:00:00.000Z,Hurricane,4703,Debris Removal - 9/18 to 10/17 (90%),097-36950-00,A - Debris Removal,Large,Osceola County,97,Florida,FL,12,574697.67,517227.9,517227.9,2019-07-31T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,aa4a00b67f50c8c1e99594eab2680e197a4c67ba,0d119df5-cd7f-44dc-85f5-049b11fd2554
4350,2017-11-23T00:00:00.000Z,Tropical Storm,80,Lighthouse Pier Repairs,047-06220-00,"G - Parks, Recreational Facilities, and Other Items",Small,Harrison County,47,Mississippi,MS,28,94372.0,70779.0,70779.0,2020-06-19T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,6bd645b1e528db3f4e496e6ccbacb278f72916ac,4e0582e0-a264-4a26-8342-e7e69abf9bab
4337,2017-09-10T00:00:00.000Z,Hurricane,2859,Waste Water Treatment 100% Fed Cost Share,087-36550-00,B - Emergency Protective Measures,Large,Monroe County,87,Florida,FL,12,151875.68,151875.68,151875.68,2019-10-16T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,69de203e638e40b0718cb60899c7c6c674c330a2,313694c1-b644-4b1a-b8e1-78f4e196ddf7
4477,2020-03-11T00:00:00.000Z,Winter Storm,49,Breakwater supplement adjacent to Samuel Myers Park,101-66000-00,D - Water Control Facilities,Large,Racine County,101,Wisconsin,WI,55,177379.79,159641.82,159641.82,2025-03-11T00:00:00.000Z,0.0,D,Water Control Facilities,2025-03-12T15:02:37.781Z,b15576d7414ea4039169bc2f1ba17dc22102e413,9e3e9235-03e2-4db5-8d72-cca4ead72f25
4350,2017-11-23T00:00:00.000Z,Tropical Storm,139,Debris Removal - Citywide,047-06220-00,A - Debris Removal,Small,Harrison County,47,Mississippi,MS,28,96268.98,72201.74,72201.74,2018-09-13T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,7a6f6931c94bb3cd2ccae0c79420a5c69ccaae57,e9dc9944-c260-4b79-8a0d-3db75b248ea9
4764,2024-03-20T00:00:00.000Z,Severe Storm(s),175,Peaks Island Stairs to Torrington Beach- WTBC,005-60545-00,"G - Parks, Recreational Facilities, and Other Items",Small,Cumberland County,5,Maine,ME,23,16500.0,12375.0,12375.0,2025-03-11T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-12T15:02:37.781Z,8ece9dc555c43e79a51f46d3edcecdbc0d5c56eb,5ca2794d-a868-4d65-80e9-df23d0c6dc48
4764,2024-03-20T00:00:00.000Z,Severe Storm(s),176,Riverside Golf Course - WTBC,005-60545-00,"G - Parks, Recreational Facilities, and Other Items",Small,Cumberland County,5,Maine,ME,23,23039.75,17279.82,17279.82,2025-03-10T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-12T15:02:37.781Z,f4a7847abc2311d8713fa9b7567fa38beab8f696,adac4101-a596-4bbd-9c3d-8e8f38bd6f81
4754,2024-01-30T00:00:00.000Z,Flood,201,Debris Removal Ditches & Road,017-09550-00,A - Debris Removal,Small,Oxford County,17,Maine,ME,23,31230.0,23422.5,23422.5,2025-03-10T00:00:00.000Z,0.0,A,Debris Removal,2025-03-12T15:02:37.781Z,725ffd47d235fab16fd5e552b9101eb26280f319,0b3ad573-040b-4124-b1cb-ca08b9bfdd2c
4781,2024-05-17T00:00:00.000Z,Severe Storm(s),278,"Facility wide damage (Independent Living, Northeast and Northwest locations)",201-0AB4C-00,E - Buildings and Equipment,Small,Harris County,201,Texas,TX,48,19794.35,14845.77,14845.77,2025-03-10T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-12T15:02:37.781Z,09d5c854e8c82655ef7bd4c465f240320e874b2e,7d837e33-0c8b-478e-b845-c42c705cee2e
4798,2024-07-09T00:00:00.000Z,Tropical Storm,484,DR - 4798 - TX CAT A Debris Removal - Fort Bend Levee Improvement District #15,157-URHBS-00,A - Debris Removal,Small,Fort Bend County,157,Texas,TX,48,43843.0,32882.25,32882.25,2025-03-10T00:00:00.000Z,0.0,A,Debris Removal,2025-03-12T15:02:37.781Z,ebbed8cd2477a68f7c84d7d6652a4d816424539b,891f3a74-648d-42b4-a090-59845336cab3
4783,2024-05-22T00:00:00.000Z,Severe Storm(s),56,Brooke - Soil Nail - Group 1,000-UNELM-10,C - Roads and Bridges,Small,Marshall County,51,West Virginia,WV,54,131708.7,98781.53,98781.53,2025-03-10T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,e65eaf76a3187f1a560f8de37597a031a154d9fa,506cba87-6d5b-4ffa-8836-2c9f85f65425
4801,2024-07-18T00:00:00.000Z,Severe Storm(s),10,Mission Canyon,000-27925-00,C - Roads and Bridges,Small,Blaine County,5,Montana,MT,30,146026.82,109520.12,109520.12,2025-03-11T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,4655331e1c3657cbb58a9394720354a070f0bfd6,2ad46f17-9ec9-4698-9322-452d52026d3e
4783,2024-05-22T00:00:00.000Z,Severe Storm(s),54,Marshall - Slips - Group 5,000-UNELM-10,C - Roads and Bridges,Small,Marshall County,51,West Virginia,WV,54,223348.87,167511.66,167511.66,2025-03-10T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,8cdf04adbb8c38573a8ab027f78fc8837d544fbd,3fd84d3b-1e4b-4a47-ace3-c74318fedf66
4787,2024-05-24T00:00:00.000Z,Flood,6,Hancock - Slips ,000-UNELM-10,C - Roads and Bridges,Small,Marshall County,51,West Virginia,WV,54,378078.11,283558.59,283558.59,2025-03-10T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,99821b62983d90c857f6d0a1b26082c4453fa3e9,3def8154-1d94-43f0-8759-c47b6123df69
4781,2024-05-17T00:00:00.000Z,Severe Storm(s),207,Houston County Precinct 1 Completed Road Damages,225-99225-00,C - Roads and Bridges,Small,Houston County,225,Texas,TX,48,994354.27,745765.71,745765.71,2025-03-10T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,d212d26f91155f8b0e5a262513cc937b67a0436e,daa651a7-7a5c-447f-98d9-ca72d268de5e
4798,2024-07-09T00:00:00.000Z,Tropical Storm,1108,Texas Gulf Coast Regional Airport,039-99039-00,E - Buildings and Equipment,Small,Brazoria County,39,Texas,TX,48,36422.08,27316.56,27316.56,2025-03-10T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-12T15:02:37.781Z,ebe176f2236dcbf40c5db2db21668ce237b9fa20,46a77f6c-30fd-4407-8028-49d7f3698184
4781,2024-07-17T00:00:00.000Z,Severe Storm(s),1202,500 Acre Flood Repairs,000-01556-00,E - Buildings and Equipment,Small,Statewide,373,Alabama-Coushatta Tribe of Texas,ACT,0,316865.0,237648.75,237648.75,2025-03-10T00:00:00.000Z,6925.0,E,Buildings and Equipment,2025-03-12T15:02:37.781Z,f86f85e38a3453f2a28effd43881414dd42a1ee9,1a878e2d-d73b-4afc-8c26-fa4dcde08be3
4798,2024-07-09T00:00:00.000Z,Tropical Storm,1114,Dallas Salmon Wastewater,167-41980-00,F - Utilities,Small,Galveston County,167,Texas,TX,48,26758.72,20069.04,20069.04,2025-03-10T00:00:00.000Z,0.0,F,Utilities,2025-03-12T15:02:37.781Z,3fb080b50cfe305825e6f2db85484cb991e7ffbd,3764297d-2fbd-44e0-9cbd-75e16adc0e32
4798,2024-07-09T00:00:00.000Z,Tropical Storm,1053,Lost Trash Cans B-RE1,167-28068-00,E - Buildings and Equipment,Small,Galveston County,167,Texas,TX,48,7850.0,5887.5,5887.5,2025-03-10T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-12T15:02:37.781Z,d514e6a3cf6aa7a0b12b9c28a889f48f4e42c8a2,d39048b4-910d-44a8-860d-e4df1084d6d0
4798,2024-07-09T00:00:00.000Z,Tropical Storm,1574,Regional Airport Terminal Building ,039-99039-00,E - Buildings and Equipment,Small,Brazoria County,39,Texas,TX,48,10947.1,8210.33,8210.33,2025-03-10T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-12T15:02:37.781Z,95a9bd1993247321092a8655665a22087c8277c7,78fad5e5-1744-4208-932b-5ada0bcefa10
4754,2024-01-30T00:00:00.000Z,Flood,805,Management Costs,019-02795-00,Z - Management Costs,Small,Penobscot County,19,Maine,ME,23,49121.02,49121.02,49121.02,2025-03-10T00:00:00.000Z,0.0,Z,Management Costs,2025-03-12T15:02:37.781Z,78a2f774c51d2bc288d3ffe36dd3e866a0ce7bce,90b3e384-0455-48e5-8cf7-fd06afc711d4
4337,2017-09-10T00:00:00.000Z,Hurricane,4893,Damaged Traffic & Lights,009-71900-00,C - Roads and Bridges,Small,Brevard County,9,Florida,FL,12,61613.32,55451.99,55451.99,2019-09-05T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,eb2ebd4fe4748bdaed5aebbe97b94a49abffd5e6,4a05d04b-c133-46bd-a91b-2221a24594da
4761,2024-02-27T00:00:00.000Z,Severe Storm(s),150,Jimtown road washout,007-30260-00,C - Roads and Bridges,Small,Coos County,7,New Hampshire,NH,33,24317.06,18237.8,18237.8,2025-03-10T00:00:00.000Z,582.05,C,Roads and Bridges,2025-03-12T15:02:37.781Z,6100a87c1b96df28febe836d869314e0703a74b5,cdf2b35c-26c6-43c0-bfed-e9b035024f9a
4337,2017-09-10T00:00:00.000Z,Hurricane,3624,Debris Removed 9/4-9/17,127-31350-00,A - Debris Removal,Small,Volusia County,127,Florida,FL,12,8821.0,7938.9,7938.9,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,0de7d2453dde866e6a9f5bb9110465616fad452b,62aad567-8713-4db7-b914-cd2846e03366
4337,2017-09-10T00:00:00.000Z,Hurricane,6080,MK1 - CAT. E- Wolk Park,011-39550-00,E - Buildings and Equipment,Small,Broward County,11,Florida,FL,12,11960.54,10764.49,10764.49,2019-09-20T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,61e6902b3afec587edd808cc36c58addfd9583c8,a82de51a-2b07-4c2d-a603-d3115da1482a
4337,2017-09-10T00:00:00.000Z,Hurricane,7000,North Area Bus Compound ,009-UFV7G-00,E - Buildings and Equipment,Small,Brevard County,9,Florida,FL,12,7740.67,6966.6,6966.6,2019-09-20T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,c5c3226f460d3fc3a8df35c58394ee93e1594ac9,81028b40-11ac-42aa-a779-ac2ae18631a4
4337,2017-09-10T00:00:00.000Z,Hurricane,1353,4337 City of Alachua Debris Removal,001-00375-00,A - Debris Removal,Small,Alachua County,1,Florida,FL,12,20978.99,18881.09,18881.09,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,c8d2032ae9f00b1b5e0b86dee2b026b83c9e75dc,cc5c6081-40b2-437a-a969-549b6a2d8230
4337,2017-09-10T00:00:00.000Z,Hurricane,6590,"Roads, Sidewalks and Signage along Rockledge Drive",009-61500-00,C - Roads and Bridges,Small,Brevard County,9,Florida,FL,12,9190.51,8271.46,8271.46,2019-09-04T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,edf1d7b6cbfd70c07cc4caa73dfe1628f01d6392,6459530c-4db3-4895-988a-7680c8fd8843
4337,2017-09-10T00:00:00.000Z,Hurricane,5028,"Utilities - Lift Stations #2, #3, & #5",071-10275-00,F - Utilities,Small,Lee County,71,Florida,FL,12,7100.0,6390.0,6390.0,2019-09-22T00:00:00.000Z,0.0,F,Utilities,2025-04-05T15:02:37.720Z,14f5563a5538c250eca0bd4e06563353cd6069ef,54cecd2a-1c25-4fa4-8713-edaecf975ffd
4337,2017-09-10T00:00:00.000Z,Hurricane,1971,"PJ. Blakey Park, J.D. Redd Park, Race Track Water Tower, Wastewater Treatment Facility, Wittkop Water Treatment Facility.",086-32275-00,"G - Parks, Recreational Facilities, and Other Items",Small,Miami-Dade County,86,Florida,FL,12,68210.61,61389.55,61389.55,2019-09-22T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,47cdabb406cbbf4403346f5a7aa3cdc871b8fa28,809dc796-5b80-4e67-979a-d19a6f5505f2
4346,2017-10-16T00:00:00.000Z,Other,72,Town Wide Emergency Protective Measure,049-31885-00,B - Emergency Protective Measures,Small,Hampton County,49,South Carolina,SC,45,8424.63,6318.47,6318.47,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,aeb970543d960b034af0f2fb177b2321f68e2554,267169f4-9efa-4774-bb2a-ce0c4ebd5696
4346,2017-10-16T00:00:00.000Z,Other,57,City of Georgetown EPM,043-28870-00,B - Emergency Protective Measures,Small,Georgetown County,43,South Carolina,SC,45,44301.01,33225.76,33225.76,2018-11-08T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,de39b6f967e8297ba5e28534fbe4be59a2dec828,81a50386-e1b1-471e-b446-a635f790861a
4754,2024-01-30T00:00:00.000Z,Flood,595,Town of Danforth - Central Street Sinkhole/Drainage system damages,029-16410-00,C - Roads and Bridges,Small,Washington County,29,Maine,ME,23,85467.8,64100.85,64100.85,2025-03-10T00:00:00.000Z,37667.8,C,Roads and Bridges,2025-03-12T15:02:37.781Z,9da28b3481a4ce05e9c976df5e0baa76ecadee4e,a1966ead-a242-43f8-8034-11444fece2d7
4761,2024-02-27T00:00:00.000Z,Severe Storm(s),90,STM77765 Jefferson near Ingerson Transport,000-UZDQG-00,C - Roads and Bridges,Small,Merrimack County,13,New Hampshire,NH,33,52232.86,39174.65,39174.65,2025-03-11T00:00:00.000Z,5829.56,C,Roads and Bridges,2025-03-12T15:02:37.781Z,9adf4f94735b380213beb11cbc84d2ca00f4087a,764291b5-4852-4009-a72c-1f5121971794
4812,2024-08-20T00:00:00.000Z,Severe Storm(s),37,Scott Bog Rd Culvert w/ A&E ONLY,000-U3WPU-00,C - Roads and Bridges,Small,Merrimack County,13,New Hampshire,NH,33,15741.41,11806.06,11806.06,2025-03-10T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,7fbb3ed3dd40111cdf37bb195601098a1584aec7,ffed4478-c9c1-423c-99e1-e4016f4fb454
4807,2024-08-15T00:00:00.000Z,Flood,238,Debris Removal,099-99099-00,A - Debris Removal,Small,Minnehaha County,99,South Dakota,SD,46,119010.35,89257.77,89257.77,2025-03-11T00:00:00.000Z,0.0,A,Debris Removal,2025-03-12T15:02:37.781Z,b4b3866af3f4a1ea2659e9fa2d6b17487cfd995b,f152a3ff-9fd1-406d-b73d-a5a106e25750
4798,2024-07-09T00:00:00.000Z,Tropical Storm,360,City of Fulshear/ Lift Station 3/ Downtown Water Plant,157-27876-00,F - Utilities,Small,Fort Bend County,157,Texas,TX,48,249129.24,186846.93,186846.93,2025-03-10T00:00:00.000Z,0.0,F,Utilities,2025-03-12T15:02:37.781Z,1c3d88c04bbfea6734fefaa9225d4610f7d1d3eb,c4eca94f-4eec-4f82-b499-66d58bde582c
4783,2024-05-22T00:00:00.000Z,Severe Storm(s),18,Wetzel - Hollman Ridge - Slips ,000-UNELM-10,C - Roads and Bridges,Small,Marshall County,51,West Virginia,WV,54,438774.15,329080.62,329080.62,2025-03-10T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,5e4d7ab2e39f761ffc63b1bd4ea87a83dae11e78,dc24e53e-6f03-47cb-87d2-ba4c3f2115cd
4798,2024-07-09T00:00:00.000Z,Tropical Storm,249,Central Admin-,039-UZZSF-00,E - Buildings and Equipment,Small,Brazoria County,39,Texas,TX,48,494588.66,370941.5,370941.5,2025-03-10T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-12T15:02:37.781Z,9737e2b4afe31dd0d31870dd353661fa9c00e04b,65cd4f27-29f0-486c-90a8-33014d0eb271
4787,2024-05-24T00:00:00.000Z,Flood,18,Wetzel - Preachers Dream Road - Slips,000-UNELM-10,C - Roads and Bridges,Small,Marshall County,51,West Virginia,WV,54,187273.87,140455.41,140455.41,2025-03-10T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,ce2a25dd55114ede0be68ee261e3f3e0462c54ea,361ff0b0-fdef-4bd7-a21c-0df699393a1e
4798,2024-07-09T00:00:00.000Z,Tropical Storm,1155,DR4798TX_Palacios Independents School District_Baseball Field_3000 HWY 35 Business West,321-0F88F-00,"G - Parks, Recreational Facilities, and Other Items",Small,Matagorda County,321,Texas,TX,48,4992.12,3744.09,3744.09,2025-03-10T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-12T15:02:37.781Z,dc200b849b08a32fcd2115b1fd6f96b85fa877ce,c0e6a6d4-6617-4936-9317-5d2b77df7a80
4810,2024-08-20T00:00:00.000Z,Severe Storm(s),134,Clarks Dry Hydrant & Boulder Beach Dry Hydrant,005-30550-00,F - Utilities,Small,Caledonia County,5,Vermont,VT,50,22007.49,16505.62,16505.62,2025-03-10T00:00:00.000Z,0.0,F,Utilities,2025-03-12T15:02:37.781Z,93b0e52e55b35e56e79a1f025c5ba28e57d36ce5,40a2596c-4c54-472d-adcf-6c554962ea88
4810,2024-08-20T00:00:00.000Z,Severe Storm(s),168,Derby Town wide road and Culvert,019-17350-00,C - Roads and Bridges,Small,Orleans County,19,Vermont,VT,50,210111.25,157583.44,157583.44,2025-03-10T00:00:00.000Z,706.0,C,Roads and Bridges,2025-03-12T15:02:37.781Z,4269248b349853e6a4b2737bcaf53e93b19d1f28,004d8bb5-1d0e-407e-b24b-c1bf8c35226d
4798,2024-07-09T00:00:00.000Z,Tropical Storm,1867,City of Webster - Management Costs,201-76948-00,Z - Management Costs,Small,Harris County,201,Texas,TX,48,11669.4,11669.4,11669.4,2025-03-10T00:00:00.000Z,0.0,Z,Management Costs,2025-03-12T15:02:37.781Z,88cff2f3d1e4934928c47920f563dda688100236,486dd725-277a-4d76-b865-854f62b95380
